"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"9802","鈺齊-KY","115/03/12","13:30","台北遠東香格里拉國際大飯店(台北市敦化南路二段201號B1會議廳)","受邀參加國泰證券舉辦之法人說明會，就本公司財務及業務相關資訊做說明。","980220260312M001.pdf","980220260312E001.pdf","https://www.fulgentsun.com/investors05_1.asp","","無。","查詢"
"9906","欣巴巴","115/03/04","14:30","台北市大安區敦化南路二段218號8樓","公司簡介與營運概況說明","990620260303M002.pdf","990620260303E002.pdf","https://www.hsinbaba.com.tw/",中文影音檔網址:9906_21_20260304_ch.mp4 ,"報名連結：http://tiny.cc/260304","查詢"
"9910","豐泰","115/03/20","11:00","台北君悅酒店 (台北市松壽路2號)","說明本公司之營運與財務概況","991020260318M001.pdf","991020260318E001.pdf","https://www.fengtay.com","","無","查詢"
"9914","美利達","115/03/25","16:05","台北南港展覽一館5樓 500會議室，台北市南港區經貿二路1號","本公司受邀參加由臺灣證券交易所與臺灣自行車輸出業同業公會、永豐金證券共同舉辦2026自行車產業論壇","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.merida-bikes.com/zh-tw/p/tou-zi-ren-zi-xuninvestors/tou-zi-ren-zi-xun-352.html","","無","查詢"
"9917","中保科","115/03/18","14:30","南港展覽館二館6樓603會議室","本公司受邀參加群益金鼎證券所舉辦之法人說明會，
說明本公司2025年第4季營運成果及營運展望","991720260318M001.pdf","991720260318E001.pdf","https://www.secom.com.tw/investors.html?cid=83",中文影音檔網址:9917_44_20260318_ch.mp4 ,"無","查詢"
"9921","巨大","115/03/18 至 115/03/20","09:00","台北君悅酒店","本公司受邀參加美銀證券於台北舉辦的 &quot;2026亞洲科技論壇&quot;","992120260317M001.pdf","992120260317E001.pdf","https://www.giantgroup-cycling.com/ir-shareholderconference","","無","查詢"
"9921","巨大","115/03/25","13:30","南港展覽館一館","本公司受邀參加永豐金證券、台灣證券交易所與台灣自行車輸出業同業公會於台北共同舉辦的 &quot;自行車產業投資論壇&quot;","992120260317M001.pdf","992120260317E001.pdf","https://www.giantgroup-cycling.com/ir-shareholderconference",法說會影音連結資訊:未輸 ,"無","查詢"
"9933","中鼎","115/03/11","14:30","本次為線上法&#12040;說明會","2025年營運回顧與業務展望","993320260311M001.pdf","993320260311E001.pdf","https://www.ctci.com/",同步收看網址：:https://teams.microsoft.com/meet/42904626626354?p=tuvNVdVUOte9fqmIDJ 法說會影音連結資訊:https://youtu.be/j2V59HxLXuQ ,"無","查詢"
"9940","信義","115/03/11","14:30","線上法人說明會","一一四年第四季營運狀況","994020260312M001.pdf","994020260312E001.pdf","https://www.sinyi.com.tw/investors/shareholder-services/investor-conference",中文影音檔網址:9940_59_20260311_ch.mp4 ,"相關資訊將依規定公布於公開資訊觀測站公司治理專區","查詢"
"9941","裕融","115/03/25","15:10","線上法人說明會","本公司受邀參加富邦證券於2026年3月25日舉辦之上市公司財務業務概況座談會，會中將說明本公司2025年第四季營運概況。
線上報名網址
https://fubonseca2.webex.com/weblink/register/r55c6398aef219b009b8d8022c617a70a","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.tac.com.tw/",法說會影音連結資訊:未輸 ,"請預先完成線上報名，如有問題請聯繫富邦法人部tingju.yeh@fubon.com","查詢"
